id,sex,ses,marital,profession,education,GIS1,GIS2,GIS3,GIS4,GIS5,GIS6,GIS7,GIS8,GIS9,GIS10,GIS11,GIS12,GIS13,GIS14,GIS15,GIS16,GIS17,GIS18,GIS19,GIS20,GIS21,Age
231,1,1,1,4,5,4,4,4,4,3,3,1,3,4,4,3,3,3,3,3,4,3,3,3,1,1,64
232,0,2,1,5,5,3,3,4,3,3,4,3,4,4,3,3,3,4,4,1,4,4,0,4,4,3,66
233,1,3,1,1,2,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,71
234,1,2,3,4,5,3,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,73
235,1,2,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,79
236,1,2,1,1,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,74
237,0,2,1,5,5,4,4,3,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,79
238,0,2,3,5,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,2,2,2,62
239,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,62
240,0,2,3,5,1,4,4,4,4,3,3,2,3,4,3,3,3,3,2,3,4,4,4,2,2,2,59
241,0,2,2,1,5,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,65
242,0,2,3,5,1,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,4,3,3,2,2,64
243,0,2,3,5,5,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,65
244,1,2,1,2,4,4,4,4,3,3,4,3,3,4,3,4,4,3,3,3,4,4,4,3,3,3,61
245,1,2,3,3,1,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,4,4,4,3,3,3,74
246,1,2,2,3,2,4,4,4,3,3,3,3,4,4,3,4,3,3,3,3,4,4,4,3,3,3,71
247,1,2,3,1,2,4,3,3,3,3,2,2,3,4,3,3,4,4,3,3,4,4,4,2,2,3,75
248,1,2,2,3,1,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,2,2,2,61
249,1,2,3,3,2,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,4,4,4,3,3,3,70
250,1,2,1,1,3,4,1,2,3,4,2,4,4,4,1,2,4,4,4,4,4,4,1,4,4,4,75
251,1,2,1,3,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,4,4,4,2,2,2,60
252,1,2,1,2,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,2,2,2,74
253,1,2,2,1,1,4,4,3,4,3,3,4,3,4,3,2,2,3,3,3,3,3,3,3,3,3,60
254,1,2,2,4,5,4,4,4,3,3,3,4,3,4,3,4,4,3,3,3,4,4,4,3,3,3,64
255,1,2,1,2,2,4,4,4,3,4,3,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,59
256,1,2,2,2,1,4,4,4,4,4,3,4,3,4,3,4,3,3,4,3,3,3,4,3,2,3,67
257,1,2,3,2,2,4,4,4,4,3,3,4,3,4,4,3,3,4,3,4,4,4,3,3,2,3,67
258,1,1,3,2,5,4,4,4,3,3,3,3,3,3,3,4,3,3,2,2,3,4,3,2,2,2,65
259,1,2,1,1,2,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,70
260,0,2,1,5,5,3,2,2,3,3,2,4,1,1,2,3,3,1,3,3,3,4,4,2,3,2,67
261,1,2,1,3,1,3,3,3,4,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,3,2,85
262,0,2,1,5,2,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,57
263,1,2,3,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,89
264,1,2,3,2,1,4,4,4,4,4,4,4,3,3,2,3,3,4,4,3,4,4,4,3,3,3,72
265,1,2,1,4,5,4,4,4,3,4,3,3,3,4,3,4,4,3,3,3,3,3,4,4,3,3,83
266,0,2,1,5,5,4,3,3,3,3,2,4,3,3,2,3,4,4,3,3,4,4,4,2,3,2,70
267,1,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,64
268,0,2,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,59
269,0,2,3,5,5,2,2,3,3,3,3,4,3,3,2,3,3,4,4,3,3,3,3,3,3,2,82
270,0,2,1,5,5,3,3,4,3,3,2,4,1,1,2,3,3,3,4,3,3,3,4,2,2,2,68
271,1,2,1,3,5,3,4,3,4,3,2,4,3,3,3,3,4,3,4,4,3,4,4,3,4,3,74
272,0,2,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,79
273,1,1,1,1,5,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,4,61
274,1,2,1,1,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,72
275,0,2,1,5,5,3,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,55
276,0,2,3,5,5,3,3,2,4,3,2,4,4,1,2,4,4,3,3,3,3,3,3,2,3,2,82
277,1,2,1,3,5,4,3,3,3,3,4,3,3,4,3,3,3,1,3,3,3,3,3,1,2,3,69
278,0,2,1,5,2,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,4,4,4,3,3,3,59
279,0,2,1,5,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,3,3,69
280,1,2,1,4,5,4,4,4,4,4,4,3,3,4,2,3,3,3,3,3,4,4,4,3,3,3,67
281,1,2,1,1,2,4,3,3,4,3,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,3,69
282,1,2,3,4,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,4,3,3,2,3,65
283,1,2,1,1,1,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,3,3,2,63
284,1,2,1,3,1,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,74
285,1,2,1,1,2,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,73
286,1,1,1,3,5,3,3,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,64
287,1,1,1,3,5,4,4,4,3,3,2,3,3,2,3,4,4,4,3,2,3,2,2,3,3,3,64
288,1,1,1,3,5,4,4,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,67
289,0,1,3,3,5,3,3,2,3,3,2,3,3,3,2,4,4,3,3,3,3,2,3,2,1,2,69
290,1,1,2,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,59
291,1,1,1,3,5,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,62
292,1,1,1,3,5,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,1,3,3,3,64
293,1,1,3,3,5,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,1,3,2,3,72
294,1,1,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,63
295,0,1,1,3,5,3,3,2,2,3,2,3,2,1,3,4,4,4,3,2,2,2,2,3,2,1,67
296,1,1,3,3,5,3,3,2,2,2,2,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,69
297,1,1,1,3,5,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,68
298,1,1,3,3,5,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,71
299,1,1,1,3,5,3,3,2,2,3,2,3,3,2,2,3,3,2,2,3,2,2,2,3,2,2,64
300,1,1,1,3,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,3,58
